id,Usage,timestamp,actual_0,actual_1,actual_2,actual_3,actual_4,actual_5,actual_6,actual_7,actual_8,actual_9,actual_10,actual_11,actual_12,actual_13,actual_14,actual_15,actual_16,actual_17,actual_18,actual_19,actual_20,actual_21,actual_22,actual_23
2065,Public,2023-07-06 21:00:00+07:00,2834.115,2728.268,2648.233,2479.6,2841.437,2583.638,2610.401,2694.672,2556.638,2609.416,3208.069,9145.317,20926.726,17996.05,18273.516,12299.718,21600.374,18616.492,14116.748,5287.61,3047.42,3224.428,2886.855,2844.405
2066,Public,2023-09-05 19:00:00+07:00,2820.208,2555.074,2613.53,2543.244,2418.621,2314.716,2268.885,2434.109,2221.736,2351.137,2225.446,2619.983,2668.382,2824.668,5826.577,8974.573,13268.726,8798.692,8759.109,3208.882,2916.578,4676.085,4032.601,2729.08
2067,Public,2023-02-04 13:00:00+07:00,16458.669,19778.786,19017.983,12345.588,3595.61,3794.789,4259.362,4053.431,3949.664,3801.935,2450.025,2444.825,2436.788,2420.526,2346.82,2560.15,2333.389,2509.903,2973.941,4809.386,6295.456,10314.822,10275.148,7463.742
2068,Public,2023-07-24 12:00:00+07:00,9447.107,18348.482,18897.28,15169.817,4735.489,3229.972,3167.734,3112.881,3400.728,2727.591,2805.275,2671.243,2463.025,2196.776,2579.332,2269.221,2400.698,2397.449,2684.678,2543.106,3376.13,12502.147,13515.912,13556.828
2069,Public,2023-07-30 02:00:00+07:00,2114.734,2125.338,2245.903,2089.808,2296.227,2338.607,2665.473,5592.598,6249.57,6327.798,7459.421,7896.251,6315.457,6370.598,4764.326,2596.61,2386.688,2563.786,2421.477,2207.186,2404.331,2437.562,2439.625,1991.018
2070,Public,2023-09-20 15:00:00+07:00,19788.338,14415.536,7301.634,6670.736,5452.001,5475.287,5187.771,5023.263,4596.592,4504.191,4661.558,5178.391,4845,4979.736,4952.683,4758.185,4944.398,5881.98,10124.836,10586.289,9046.006,5202.99,4519.417,7961.583
2071,Public,2023-06-01 22:00:00+07:00,4566.912,4211.998,3669.823,2272.357,2364.214,2394.001,2502.847,2408.743,2770.957,2892.42,6966.596,16431.318,16870.736,18113.784,11662.071,16113.819,21189.14,17360.818,13132.25,3271.504,3610.913,3727.757,3548.667,3314.317
2072,Public,2023-01-08 10:00:00+07:00,10871.443,16092.367,5960.822,6956.595,7204.316,7237.554,3325.161,2900.271,2710.955,2355.17,2917.706,3012.921,2656.537,2507.782,2333.124,2445.977,2423.363,2262.633,2214.344,2275.483,2301.872,2172.266,3257.494,4403.226
2073,Public,2023-08-10 15:00:00+07:00,8717.752,5032.977,2573.018,2867.595,2890.142,2949.274,2848.115,2936.722,2968.65,2567.007,2457.491,2558.648,2529.393,2407.79,2397.938,2513.065,2417.589,4793.017,18392.617,16352.002,16516.403,9710.304,14539.15,8134.529
2074,Public,2023-07-30 13:00:00+07:00,7896.251,6315.457,6370.598,4764.326,2596.61,2386.688,2563.786,2421.477,2207.186,2404.331,2437.562,2439.625,1991.018,2231.831,2068.374,2124.578,2134.55,2394.976,2249.863,2677.469,6387.155,8776.531,10250.974,6486.079
2075,Public,2023-06-05 13:00:00+07:00,22200.075,22257.415,22789.998,18120.614,4803.302,3280.391,3394.991,3119.071,3212.549,2813.538,2674.401,2528.025,2422.181,2494.845,2686.288,2654.868,2436.583,2684.488,2608.225,5598.622,12915.379,14472.625,14906.937,9818.97
2076,Public,2023-01-23 10:00:00+07:00,14322.102,14173.589,10316.166,21695.798,18741.38,19700.766,12293.414,4059.337,3589.939,3139.316,3066.141,3297.795,2911.066,2644.367,2541.637,2346.979,2254.116,2179.773,2426.748,2245.326,2423.171,2375.053,4030.085,6076.059
2077,Public,2023-01-06 17:00:00+07:00,2766.144,3240.163,3413.477,3319.757,3189.028,2807.757,2742.801,2534.027,2463.758,2361.517,2276.072,2283.225,2260.71,2216.367,3916.526,4453.215,11589.473,18817.735,18591.048,11817.476,17721.304,22120.304,18955.681,8407.487
2078,Public,2023-03-15 03:00:00+07:00,2647.482,2724.908,2650.276,2582.961,2945.093,5770.569,11810.023,22075.328,21801.586,21187.168,25803.674,26416.48,23338.881,16082.3,2950.568,2708.677,3055.675,2842.232,2836.394,2995.638,2837.609,2868.598,2638.608,2613.197
2079,Public,2023-04-02 00:00:00+07:00,2013.392,2135.577,1935.975,2217.448,2031.583,2089.654,2070.939,1924.637,4080.543,7378.387,8148.935,8237.506,6471.58,8399.055,8343.046,8423.536,4211.882,2244.445,2297.011,2309.994,2281.975,2392.228,2370.084,2190.109
2080,Public,2023-01-17 15:00:00+07:00,19575.484,9856.073,5021.461,4200.374,4418.939,3799.175,3424.056,3223.443,2816.15,2693.932,2473.409,2333.374,2383.733,2225.318,2290.898,2288.44,2643.689,5630.658,6334.169,9569.812,16912.303,9267.802,18075.919,19432.057
2081,Public,2023-07-23 14:00:00+07:00,17345.024,15769.886,10157.778,2910.284,2887.522,3191.649,3352.769,2969.856,2886.353,2741.308,2527.69,2606.216,2471.982,2361.334,2469.242,2534.743,2645.465,2576.773,3763.46,13422.42,16816.732,15458.614,9447.107,18348.482
2082,Public,2023-09-28 15:00:00+07:00,3075.35,2687.975,2585.05,3118.525,2948.771,2842.871,2292.572,2247.023,2155.997,2055.998,1933.862,2120.279,2032.79,2086.825,2014.3,2137.357,1980.144,3091.721,4168.883,3295.468,2459.821,2138.853,4489.973,4290.79
2083,Public,2023-07-28 19:00:00+07:00,2928.023,2921.124,2677.236,2573.737,2711.415,2511.663,2256.353,2230.347,2283.85,2243.081,2279.39,2493.439,2323.574,2528.166,6441.754,6041.691,5519.014,3908.759,6842.451,6422.516,6671.162,4524.779,2185.308,2549.57
2084,Public,2023-07-13 09:00:00+07:00,6728.09,7533.721,21115.461,19834.004,27437.228,27725.515,23188.129,8689.044,2786.63,3189.153,3105.822,3086.425,3165.576,3054.214,2713.745,2667.741,2490.408,2686.657,2837.38,2558.51,2553.802,2840.917,3123.393,6777.592
2085,Public,2023-03-30 22:00:00+07:00,2652.706,2427.154,2206.103,2226.639,2184.648,2227.453,2310.726,2455.106,2304.194,2784.768,5625.376,11209.057,17518.195,16748.914,11682.123,22163.221,23199.216,16958.566,5635.969,2719.321,2249.116,2371.586,2502.185,2230.014
2086,Public,2023-01-19 15:00:00+07:00,20560.909,10930.038,3372.825,3224.086,3281.711,2814.099,2795.763,2557.296,2480.043,2601.212,2415.15,2403.204,2336.627,2251.438,2312.928,2364.611,2516.875,4223.548,6558.266,11099.513,19300.731,11264.479,21169.958,22890.438
2087,Public,2023-05-24 22:00:00+07:00,2759.701,2593.696,2260,2279.247,2241.939,2243.733,2192.81,2214.323,2631.932,2524.225,4975.401,15936.508,19718.706,19239.969,14126.853,19083.984,21641.3,9764.662,5368.386,2714.95,2909.273,2978.813,2578.691,2523.793
2088,Public,2023-05-01 03:00:00+07:00,2523.595,2553.28,2459.554,2814.431,2534.939,5208.471,13891.517,18064.903,19626.803,11732.687,17604.367,17498.03,19085.273,13803.234,3854.668,3245.045,3378.376,3306.022,3286.033,2909.784,2795.44,2716.945,2769.476,2645.442
2089,Public,2023-10-03 13:00:00+07:00,26425.692,22031.37,20986.218,12626.022,5714.533,5386.642,4957.716,5220.98,4993.29,4598.285,4944.698,4468.182,4310.554,4500.167,4394.542,4229.799,4769.588,5584.829,5261.11,10759.919,22092.948,28788.698,24844.157,23009.237
2090,Public,2023-02-18 17:00:00+07:00,4063.085,4259.693,4750.329,4762.018,4094.7,3759.606,2983.279,2381.795,2191.732,2140.441,2286.64,2376.003,2166.835,2148.02,2707.983,4387.932,8165.668,9940.08,18265.112,14817.257,19222.248,19943.92,15175.307,6405.054
2091,Public,2023-08-16 23:00:00+07:00,2623.538,2282.196,2372.372,2367.2,2306.517,2254.994,2465.59,2392.47,2694.801,5514.123,13878.819,15407.945,13358.595,12320.785,16523.278,16561.753,14325.139,14962.597,3168.295,2895.127,2772.162,2949.249,2696.769,2816.247
2092,Public,2023-03-25 21:00:00+07:00,2268.529,2311.859,2111.296,2073.636,2079.23,2175.162,2174.96,2016.16,1947.279,2035.405,2177.249,4024.192,7351.688,8194.822,8198.479,6303.495,8471.008,8322.337,8255.567,4183.364,2167.58,2351.646,2233.438,2156.636
2093,Public,2023-02-20 20:00:00+07:00,3958.938,4201.609,4248.615,3587.785,2330.925,2247.909,2336.484,2485.123,2436.589,2245.326,2481.357,2378.515,4663.506,13959.493,21028.381,16858.248,9994.245,12037.869,13665.284,7667.946,11037.088,3459.66,4408.138,3722.132
2094,Public,2023-09-10 18:00:00+07:00,2545.265,3079.392,2362.271,2355.664,2162.373,2282.882,2240.148,2212.111,2139.806,2116.723,2069.873,2164.746,2550.345,2357.742,2685.711,10379.777,11280.935,13391.65,11185.197,12906.231,12406.745,11235.668,7450.366,3689.408
2095,Public,2023-05-29 07:00:00+07:00,2471.807,7985.189,7124.524,4502.194,9207.354,8902.137,4225.993,7549.555,9763.474,8179.128,5652.424,5959.181,5580.858,5676.291,5083.589,5135.552,2361.409,2140.879,2050.67,2140.166,2386.54,2348.667,2044.419,2206.226
2096,Public,2023-04-03 08:00:00+07:00,5170.4,6937.078,15774.484,18521.162,11488.378,15468.471,20154.736,18166.734,10382.598,1922.445,1909.925,1959.468,1935.636,1844.085,1982.778,1651.64,1726.374,1635.586,1600.149,1535.365,1588.843,1612.116,1895.781,1747.963
2097,Public,2023-09-02 15:00:00+07:00,13192.004,10272.201,3297.419,3082.78,2874.277,2941.084,2536.54,2497.836,2547.635,2494.641,2216.429,2273.662,2162.286,2205.879,2146.795,2540.641,3059.134,6255.969,12563.764,19628.623,19660.363,13383.717,13731.218,15747.947
2098,Public,2023-05-05 04:00:00+07:00,2411.644,2565.482,2493.414,2764.7,6450.894,15771.456,16468.064,15378.155,11449.226,17340.767,15126.797,4739.038,4878.904,2859.546,3471.024,3444.992,3034.398,2913.883,2731.443,2485.124,2326.836,2246.707,2417.323,2171.234
2099,Public,2023-01-20 13:00:00+07:00,21169.958,22890.438,21395.07,11658.948,3741.486,4422.326,4086.503,3475.052,2457.735,2565.144,2650.011,2516.591,2375.465,2316.424,2259.771,2218.537,2276.502,2321.691,2190.332,3879.964,7161.033,18473.139,19121.692,9891.513
2100,Public,2023-03-05 09:00:00+07:00,7828.235,7737.468,7821.723,11164.863,13372.99,13399.422,11712.638,4824.265,2707.663,2884.409,3150.137,3955.672,2980.425,2957.619,2815.85,2746.687,2770.193,2690.56,2728.042,2795.964,2788.233,2696.08,3035.965,7366.916
2101,Public,2023-08-05 08:00:00+07:00,2253.276,2403.177,3180.232,2447.822,2366.764,2445.549,2363.966,2361.331,2288.304,2284.743,2615.904,2920.724,2700.136,2509.383,2337.975,2316.269,2276.076,2223.759,2400.728,2173.94,2266.384,2296.547,2614.359,2269.165
2102,Public,2023-04-05 19:00:00+07:00,1769.29,2134.503,2039.185,1694.604,1616.319,1663.342,1655.19,1610.337,1544.969,1571.286,1713.011,1630.708,1654.248,4767.526,5558,8572.031,14287.72,10345.195,16068.955,19893.016,16469.682,9491.198,3458.085,3137.131
2103,Public,2023-02-15 03:00:00+07:00,2465.033,2490.583,2310.202,2366.261,2638.013,5593.75,8533.57,19728.868,17488.441,16346.94,22227.199,21993.964,19362.457,10501.77,2661.368,2854.534,3039.366,2843.157,2953.278,2793.361,2830.425,2906.969,2829.018,2596.346
2104,Public,2023-02-20 21:00:00+07:00,4201.609,4248.615,3587.785,2330.925,2247.909,2336.484,2485.123,2436.589,2245.326,2481.357,2378.515,4663.506,13959.493,21028.381,16858.248,9994.245,12037.869,13665.284,7667.946,11037.088,3459.66,4408.138,3722.132,5535.354
2105,Public,2023-05-22 21:00:00+07:00,2616.556,2590.06,2645.211,2489.586,2263.047,2151.042,2204.157,2214.631,2459.261,2708.506,2951.434,3888.847,11538.043,20369.513,18176.094,11455.423,23612.011,19029.63,3486.291,2758.464,2658.252,3234.757,3163.42,3152.557
2106,Public,2023-08-07 05:00:00+07:00,2230.918,2476.658,2467.505,2998.15,3402.703,3370.258,4627.211,3279.53,4765.277,5797.544,4419.107,2541.005,2688.504,2642.492,2761.175,2670.399,2425.11,2276.698,2582.874,2344.106,2423.79,2416.439,2351.315,2375.743
2107,Public,2023-08-24 06:00:00+07:00,2467.983,2759.923,2665.704,10469.568,12635.816,11737.736,10184.587,10592.683,7474.058,4724.619,3193.931,2706.374,3280.045,3062.477,4657.646,3722.058,2654.093,2301.757,2312.136,2342.064,2442.846,2224.588,2368.524,2327.913
2108,Public,2023-01-21 03:00:00+07:00,2259.771,2218.537,2276.502,2321.691,2190.332,3879.964,7161.033,18473.139,19121.692,9891.513,17293.883,22547.761,18631.471,9406.138,3276.184,3209.239,2592.161,2506.521,2563.121,2419.166,2446.605,2196.186,2287.702,2500.066
2109,Public,2023-04-15 13:00:00+07:00,17968.91,15646.505,13621.288,6606.33,2848.987,2625.179,2572.151,2595.699,2417.482,2402.909,2270.694,2415.068,2140.524,2108.542,2062.478,1976.056,1974.655,2395.573,2131.771,4229.264,6746.928,8576.25,8487.275,6667.066
2110,Public,2023-02-09 13:00:00+07:00,17338.037,19844.056,16861.963,12202.976,3113.727,2967.889,2874.036,2824.777,2656.623,2773.322,2516.965,2543.467,2402.641,2314.011,2379.443,2218.686,2245.615,2305.704,2495.383,4332.455,9294.263,17477.76,15949.913,8966.525
2111,Public,2023-02-07 20:00:00+07:00,2731.445,2607.17,2726.811,2422.862,2403.85,2300.795,2301.647,2249.591,2434.654,2368.931,2587.898,2688.116,5662.647,7058.699,15036.375,18972.604,10220.56,16658.464,19440.835,18697.219,12300.264,4413.733,2853.815,2664.888
2112,Public,2023-07-28 04:00:00+07:00,2059.454,2195.438,2529.502,2504.16,2659.106,5701.876,8028.462,9563.769,4326.942,8014.857,7310.815,7730.703,6003.344,2275.207,2747.107,2928.023,2921.124,2677.236,2573.737,2711.415,2511.663,2256.353,2230.347,2283.85
2113,Public,2023-06-26 10:00:00+07:00,7035.285,10394.64,8904.108,11262.731,8068.467,7179.976,4763.733,2621.593,2991.765,2654.589,4917.622,3367.225,2730.918,2527.884,2582.107,2339.872,2419.193,2384.966,2459.563,2601.857,2678.443,2374.376,3163.57,6394.8
2114,Public,2023-01-22 00:00:00+07:00,2196.186,2287.702,2500.066,2151.918,2160.495,2108.462,2163.454,2517.845,4673.224,5758.732,5633.605,8929.247,4463.678,6849.599,6919.362,7393.616,4960.456,3780.737,3983.455,2773.006,2855.887,3052.409,2887.927,2541.57
2115,Public,2023-08-13 12:00:00+07:00,6413.101,10109.925,11868.639,13603.351,7841.064,3547.228,3352.207,3117.627,3092.372,2811.379,2716.224,2658.36,2606.802,2312.796,2360.75,2297.534,2401.007,2523.389,2555.116,2935.494,3827.591,6938.664,8156.233,8452.492
2116,Public,2023-04-05 09:00:00+07:00,10071.467,18880.826,15638.946,12153.832,16117.289,18325.981,17695.285,6887.525,2138.41,3035.043,1769.29,2134.503,2039.185,1694.604,1616.319,1663.342,1655.19,1610.337,1544.969,1571.286,1713.011,1630.708,1654.248,4767.526
2117,Public,2023-08-13 08:00:00+07:00,3619.279,7040.486,7858.618,8276.968,6413.101,10109.925,11868.639,13603.351,7841.064,3547.228,3352.207,3117.627,3092.372,2811.379,2716.224,2658.36,2606.802,2312.796,2360.75,2297.534,2401.007,2523.389,2555.116,2935.494
2118,Public,2023-05-27 16:00:00+07:00,3142.036,2640.346,3105.268,2956.767,2835.436,2414.022,2315.074,2461.948,2240.696,2279.72,2385.249,2171.812,2157.268,2109.512,2569.419,2234.895,2285.555,12692.85,12821.607,17368.811,14643.916,19639.927,17930.755,10696.654
2119,Public,2023-02-21 01:00:00+07:00,2247.909,2336.484,2485.123,2436.589,2245.326,2481.357,2378.515,4663.506,13959.493,21028.381,16858.248,9994.245,12037.869,13665.284,7667.946,11037.088,3459.66,4408.138,3722.132,5535.354,3606.023,2353.618,2342.23,2320.117
2120,Public,2023-07-03 12:00:00+07:00,14971.066,18658.714,18560.032,15662.817,8262.418,2706.632,2915.727,2704.759,3015.294,2948.198,2843.748,2658.126,2754.168,2621.409,2493.147,2630.762,2581.863,2688.812,2538.214,2478.631,3132.042,10926.575,12489.834,11254.381
2121,Public,2023-03-23 18:00:00+07:00,3049.73,2841.333,3573.011,2923.345,2886.036,2527.653,2458.342,2610.29,2468.303,2510.551,2520.27,2504.705,2598.542,3745.112,6538.171,14390.07,14738.485,15080.789,10689.686,18002.633,20764.38,20316.257,12319.583,6182.694
2122,Public,2023-01-19 14:00:00+07:00,21953.882,20560.909,10930.038,3372.825,3224.086,3281.711,2814.099,2795.763,2557.296,2480.043,2601.212,2415.15,2403.204,2336.627,2251.438,2312.928,2364.611,2516.875,4223.548,6558.266,11099.513,19300.731,11264.479,21169.958
2123,Public,2023-09-23 07:00:00+07:00,4970.369,5575.493,10986.757,15698.099,24263.526,17776.485,16762.049,16704.938,17730.063,16459.002,10325.861,9847.052,8138.86,8222.379,6183.79,5922.36,5591.883,5725.132,6830.51,6724.918,6422.63,6345.868,6050.551,5752.215
2124,Public,2023-02-08 05:00:00+07:00,2368.931,2587.898,2688.116,5662.647,7058.699,15036.375,18972.604,10220.56,16658.464,19440.835,18697.219,12300.264,4413.733,2853.815,2664.888,2638.812,2563.313,2462.994,2246.121,2403.244,2358.411,2276.044,2293.006,2295.16
2125,Public,2023-08-13 14:00:00+07:00,11868.639,13603.351,7841.064,3547.228,3352.207,3117.627,3092.372,2811.379,2716.224,2658.36,2606.802,2312.796,2360.75,2297.534,2401.007,2523.389,2555.116,2935.494,3827.591,6938.664,8156.233,8452.492,3849.853,8392.129
2126,Public,2023-08-24 07:00:00+07:00,2759.923,2665.704,10469.568,12635.816,11737.736,10184.587,10592.683,7474.058,4724.619,3193.931,2706.374,3280.045,3062.477,4657.646,3722.058,2654.093,2301.757,2312.136,2342.064,2442.846,2224.588,2368.524,2327.913,2520.97
2127,Public,2023-07-05 19:00:00+07:00,2689.208,2540.632,2643.273,2673.185,2588.613,2445.08,2570.783,2639.835,2609.812,2481.636,2474.215,2458.282,2586.864,7351.455,18166.77,21428.848,20624.438,10583.762,17440.953,16689.261,14348.306,9109.329,2798.953,2851.284
2128,Public,2023-03-07 18:00:00+07:00,3720.557,3209.103,3368.257,3282.804,3587.399,3029.388,2918.771,2622.463,2679.491,2730.606,2870.357,2684.923,2752.453,3273.123,7574.526,9881.534,15797.264,15824.603,17247.803,27264.06,26678.658,19000.834,12173.107,3122.499
2129,Public,2023-07-23 13:00:00+07:00,14809.007,17345.024,15769.886,10157.778,2910.284,2887.522,3191.649,3352.769,2969.856,2886.353,2741.308,2527.69,2606.216,2471.982,2361.334,2469.242,2534.743,2645.465,2576.773,3763.46,13422.42,16816.732,15458.614,9447.107
2130,Public,2023-03-02 14:00:00+07:00,27288.393,20004.107,9582.871,3850.312,4332.762,4298.623,4291.869,2962.231,2799.844,2721.546,2704.397,2646.406,2876.991,2493.278,2499.329,2487.457,2677.528,3176.867,6635.326,10306.925,13779.147,17245.277,12622.604,16102.523
2131,Public,2023-02-06 11:00:00+07:00,14950.446,9987.651,18181.094,15129.763,11588.777,6490.548,3711.095,2787.176,2702.273,2802.158,2607.686,2482.978,2340.139,2339.3,2242.373,2197.261,2207.286,2266.507,2191.643,2217.084,2190.198,3365.589,8908.724,19777.984
2132,Public,2023-01-05 17:00:00+07:00,2693.8,3234.16,3340.42,3076.415,2806.155,2857.043,2580.072,2322.949,2233.599,2316.928,2246.161,2285.744,2411.228,2655.51,2520.103,5029.002,16082.341,19618.926,29081.616,19861.825,24893.146,21885.011,10791.989,3039.785
2133,Public,2023-01-10 09:00:00+07:00,9889.853,6327.032,12063.11,10149.07,27777.151,31076.152,28147.608,16975.954,3763.996,3741.011,3817.457,3641.631,3575.43,3084.347,3060.597,2848.856,2601.743,2434.582,2336.987,2522.383,2396.213,2413.218,2950.134,5186.701
2134,Public,2023-06-22 20:00:00+07:00,2689.303,2641.097,2581.011,2554.508,2744.966,2390.648,2477.638,2447.698,2446.653,2435.054,2422.339,2968.02,4006.027,7564.248,9658.824,22024.561,22023.547,26750.352,26084.952,20711.227,7712.242,3895.744,3691.502,3249.802
2135,Public,2023-05-24 23:00:00+07:00,2593.696,2260,2279.247,2241.939,2243.733,2192.81,2214.323,2631.932,2524.225,4975.401,15936.508,19718.706,19239.969,14126.853,19083.984,21641.3,9764.662,5368.386,2714.95,2909.273,2978.813,2578.691,2523.793,2451.329
2136,Public,2023-04-30 11:00:00+07:00,12873.18,10144.628,9656.697,9353.209,7055.833,3669.139,3106.955,3554.072,3366.812,3430.109,3029.312,3021.169,3021.819,2774.287,2406.807,2486.969,2523.595,2553.28,2459.554,2814.431,2534.939,5208.471,13891.517,18064.903
2137,Public,2023-01-04 02:00:00+07:00,2180.355,2369.275,2542.75,2244.664,2226.225,2532.044,5325.641,3938.477,10479.702,23375.976,16499.996,24188.055,26322.152,19386.118,5349.319,2487.636,3088.398,3013.85,3112.685,3010.727,2764.662,2770.054,2365.748,2332.767
2138,Public,2023-01-24 21:00:00+07:00,3012.925,2821.183,2517.225,2769.123,2470.859,2435.066,2303.976,2365.888,2258.303,2342.23,2876.795,5636.739,6202.127,12108.45,15657.042,8635.783,19072.169,19084.216,19921.245,10950.509,3381.536,2742.103,3003.836,2719.824
2139,Public,2023-08-03 19:00:00+07:00,3927.021,4914.193,3007.737,2581.581,2543.095,2386.008,2458.955,2304.849,2422.676,2364.112,2277.18,2503.312,2710.61,4270.555,8215.514,7868.372,7915.63,5133.567,9282.98,4852.484,2978.13,2523.538,2322.136,2712.427
2140,Public,2023-08-28 15:00:00+07:00,15397.629,6139.268,2667.797,2931.977,3055.556,2785.555,2836.786,2711.553,2294.919,2469.115,2288.974,2207.028,2119.246,2240.196,2196.12,2592.215,2500.126,4796.391,7968.857,8144.129,11851.792,5609.171,12120.452,19805.105
2141,Public,2023-04-15 21:00:00+07:00,2417.482,2402.909,2270.694,2415.068,2140.524,2108.542,2062.478,1976.056,1974.655,2395.573,2131.771,4229.264,6746.928,8576.25,8487.275,6667.066,8576.891,8541.087,8061.173,3179.086,2647.746,2650.532,2551.601,2664.823
2142,Public,2023-01-30 16:00:00+07:00,12461.8,3244.587,3104.054,3091.874,3018.548,2888.095,2724.269,2573.483,2608.046,2510.088,2587.554,2409.206,2419.534,2463.512,2420.012,2305.433,4660.042,6447.497,8670.078,7303.984,6378.954,9028.83,18995.781,19559.708
2143,Public,2023-04-30 00:00:00+07:00,2799.74,2742.84,2474.251,2524.175,2459.178,2482.757,3112.551,3384.007,6070.576,7186.355,9699.844,12873.18,10144.628,9656.697,9353.209,7055.833,3669.139,3106.955,3554.072,3366.812,3430.109,3029.312,3021.169,3021.819
2144,Public,2023-02-25 21:00:00+07:00,3010.035,2978.297,2762.573,2734.408,2772.481,2359.608,2276.164,2278.74,2231.818,2415.212,2985.565,5649.138,7229.23,7791.562,11805.097,8160.062,10690.3,10585.708,10718.069,3751.145,2955.933,2842.523,3307.803,2761.251
2145,Public,2023-03-22 14:00:00+07:00,16258.572,13715.602,8029.395,2885.554,2547.491,2718.559,3004.405,2157.134,2099.387,2050.249,2035.76,2108.474,1959.058,1940.578,1988.667,1995.043,2106.199,2807.34,5532.559,12791.064,16987.676,18625.169,12717.739,17683.991
2146,Public,2023-07-04 13:00:00+07:00,14013.346,15630.047,7968.389,5092.128,2618.456,2853.313,2755.824,2857.345,2769.756,2630.08,2531.535,2473.516,2468.092,2618.225,2530.345,2416.713,2578.867,2414.628,2485.279,6581.518,15775.764,16859.897,13983.016,7764.495
2147,Public,2023-01-16 20:00:00+07:00,3116.348,2854.997,2460.428,2479.886,2380.892,2855.623,3460.359,3233.267,3283.682,3226.479,3295.652,3361.061,6090.817,15278.439,17547.239,16542.236,9191.315,19438.897,19755.284,19575.484,9856.073,5021.461,4200.374,4418.939
2148,Public,2023-01-27 22:00:00+07:00,2621.614,2679.78,2505.31,2445.138,2397.551,2329.84,2509.367,2273.184,2306.601,2324.63,3681.189,14560.006,17697.683,16659.263,9052.546,16392.874,20834.895,21723.187,11691.572,2832.323,2477.458,2451.808,2859.15,2821.109
2149,Public,2023-05-02 00:00:00+07:00,2716.945,2769.476,2645.442,2445.446,2521.589,2414.419,2817.735,2365.738,5603.394,11431.852,12646.941,13661.639,16204.576,20149.414,21151.567,15754.107,8831.24,3808.106,3608.644,3165.164,3257.19,3148.766,3009.549,2836.515
2150,Public,2023-08-11 11:00:00+07:00,16516.403,9710.304,14539.15,8134.529,7132.025,5044.809,2802.038,2974.963,3217.48,3150.87,2888.352,2738.307,2571.904,2365.238,2647.698,2378.751,2429.641,2505.122,2279.638,2596.968,2429.621,4156.873,16144.669,20468.683
2151,Public,2023-03-07 19:00:00+07:00,3209.103,3368.257,3282.804,3587.399,3029.388,2918.771,2622.463,2679.491,2730.606,2870.357,2684.923,2752.453,3273.123,7574.526,9881.534,15797.264,15824.603,17247.803,27264.06,26678.658,19000.834,12173.107,3122.499,3473.919
2152,Public,2023-09-11 16:00:00+07:00,7450.366,3689.408,3372.763,2590.877,2606.54,2420.331,2335.574,2200.883,2360.698,2357.039,2127.199,2121.225,2160.49,2137.545,2454.217,2482.002,3015.713,6051.631,7850.554,9025.862,4404.425,11631.463,12318.049,10359.006
2153,Public,2023-06-24 13:00:00+07:00,5452.957,4036.675,6081.272,4755.342,2360.911,2755.746,2759.578,2819.6,2602.206,2624.452,2608.593,2675.616,2391.783,2639.428,2614.093,2499.903,2466.73,2657.164,2394.275,2470.562,5953.172,6472.23,6607.603,3629.351
2154,Public,2023-02-05 19:00:00+07:00,2803.405,2783.871,2862.475,2585.116,2440.054,2394.547,2324.022,2272.193,2297.936,2234.91,2191.452,2210.138,2232.521,6205.025,18212.398,16378.406,14950.446,9987.651,18181.094,15129.763,11588.777,6490.548,3711.095,2787.176
2155,Public,2023-04-19 17:00:00+07:00,2767.294,3352.896,3337.419,3172.539,3007.591,2576.792,2438.538,2305.353,2392.101,2442.322,2183.838,2139.516,2330.475,2750.217,2398.339,5305.507,10423.923,18641.194,22575.439,13430.887,17039.173,20348.921,19036.812,5627.399
2156,Public,2023-01-12 12:00:00+07:00,11724.257,15846.231,17746.857,16341.238,10990.183,2924.103,2559.917,2906.064,2974.177,2740.01,2614.568,2527.327,2606.528,2300.39,2222.336,2272.652,2393.325,2196.51,2308.383,2926.087,6120.49,5926.461,6719.507,18451.697
2157,Public,2023-09-23 19:00:00+07:00,8138.86,8222.379,6183.79,5922.36,5591.883,5725.132,6830.51,6724.918,6422.63,6345.868,6050.551,5752.215,4900.579,9546.161,17247.517,24518.797,22265.467,18929.952,22658.851,23460.175,18817.902,16247.492,12128.589,8308.08
2158,Public,2023-01-23 18:00:00+07:00,3589.939,3139.316,3066.141,3297.795,2911.066,2644.367,2541.637,2346.979,2254.116,2179.773,2426.748,2245.326,2423.171,2375.053,4030.085,6076.059,13266.771,30194.028,15836.278,18498.71,19124.297,20986.634,12891.547,3196.072
2159,Public,2023-01-03 07:00:00+07:00,2149.996,3090.717,3888.969,5638.378,7068.492,7154.226,15820.462,17920.666,14730.052,2703.628,2520.651,3255.665,5735.405,4099.912,2863.074,2688.235,2346.291,2187.157,2252.724,2180.355,2369.275,2542.75,2244.664,2226.225
2160,Public,2023-04-01 09:00:00+07:00,10883.211,18801.295,17295.038,9618.346,16312.426,18139.714,17629.368,5201.569,2158.728,2259.457,2418.671,2185.809,2111.88,2040.151,2041.329,2013.392,2135.577,1935.975,2217.448,2031.583,2089.654,2070.939,1924.637,4080.543
2161,Public,2023-02-12 14:00:00+07:00,14501.451,12483.159,6756.703,5549.806,3755.377,2917.604,2740.887,2812.443,2643.935,2568.5,2424.459,2320.762,2296.928,2190.728,2202.446,2354.904,2321.617,2288.15,7562.343,18585.794,20849.177,18916.654,13231.621,20433.796
