timestamp,solar_irrad,module_temp,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation (mm),rain (mm),weather_code (wmo code),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),is_day (),sunshine_duration (s),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²)
2022-07-27 22:00:00+07:00,0.048,28.41,29.2,71,23.4,34.8,0.0,0.0,0,1007.6,973.1,12,0,5,31,1.18,0.8,2.6,297,164,3.6,0,0.0,0.0,0.0,0.0,0.0
2022-07-27 23:00:00+07:00,0.048,27.702,28.9,71,23.2,34.2,0.0,0.0,0,1008.4,973.9,5,0,5,6,1.15,2.2,4.7,279,212,4.3,0,0.0,0.0,0.0,0.0,0.0
2022-07-28 00:00:00+07:00,0.047,27.339,28.5,72,22.9,33.5,0.0,0.0,0,1008.2,973.6,5,0,2,12,1.1,3.1,6.3,144,193,5.4,0,0.0,0.0,0.0,0.0,0.0
2022-07-28 01:00:00+07:00,0.044,26.929,28.1,72,22.5,32.8,0.0,0.0,0,1007.9,973.3,2,1,0,5,1.08,3.7,6.5,151,183,6.1,0,0.0,0.0,0.0,0.0,0.0
2022-07-28 02:00:00+07:00,0.04,26.848,27.4,74,22.4,32.1,0.0,0.0,0,1007.4,972.7,8,4,5,3,0.94,3.0,5.1,104,141,6.1,0,0.0,0.0,0.0,0.0,0.0
2022-07-28 03:00:00+07:00,0.036,26.641,26.9,76,22.4,31.9,0.0,0.0,0,1007.3,972.6,12,0,10,19,0.84,0.8,3.3,297,167,4.7,0,0.0,0.0,0.0,0.0,0.0
2022-07-28 04:00:00+07:00,0.035,26.19,26.7,78,22.4,31.5,0.0,0.0,0,1007.4,972.7,1,0,0,2,0.78,2.1,2.6,301,196,2.9,0,0.0,0.0,0.0,0.0,0.0
2022-07-28 05:00:00+07:00,0.374,25.695,25.7,83,22.6,30.3,0.0,0.0,0,1007.4,972.5,3,0,4,1,0.56,3.8,2.6,311,254,4.7,0,0.0,0.0,0.0,0.0,0.0
2022-07-28 06:00:00+07:00,19.414,26.269,24.8,89,22.8,29.3,0.0,0.0,0,1007.8,972.8,5,0,6,4,0.35,5.4,3.7,323,299,7.2,1,0.0,0.0,0.0,0.0,0.0
2022-07-28 07:00:00+07:00,48.765,28.671,26.0,87,23.7,31.1,0.0,0.0,0,1008.5,973.6,7,1,10,0,0.44,5.3,5.5,332,337,7.6,1,2283.5,58.0,33.0,25.0,224.7
2022-07-28 08:00:00+07:00,88.197,31.972,27.8,81,24.3,33.7,0.0,0.0,0,1009.0,974.3,4,0,6,0,0.71,2.6,3.4,344,342,10.8,1,3600.0,246.0,181.0,65.0,540.4
2022-07-28 09:00:00+07:00,522.13,48.822,29.1,78,24.8,35.5,0.0,0.0,0,1009.4,974.9,1,0,1,0,0.9,1.6,1.8,117,127,9.7,1,3600.0,466.0,376.0,90.0,683.4
2022-07-28 10:00:00+07:00,773.881,64.014,30.2,74,25.1,37.2,0.0,0.0,0,1009.4,975.0,1,0,1,1,1.12,3.6,4.1,127,128,14.0,1,3600.0,662.0,553.0,109.0,752.2
2022-07-28 11:00:00+07:00,905.51,71.465,31.3,69,24.9,39.2,0.0,0.0,0,1008.9,974.6,4,0,5,2,1.42,3.8,4.3,131,138,14.8,1,3600.0,827.0,710.0,117.0,809.4
2022-07-28 12:00:00+07:00,964.049,74.513,32.1,65,24.8,40.1,0.0,0.0,0,1008.3,974.1,10,0,16,3,1.65,5.3,6.3,118,121,16.6,1,3600.0,902.0,775.0,127.0,801.7
2022-07-28 13:00:00+07:00,761.309,68.212,33.0,60,24.1,40.6,0.0,0.0,0,1007.1,973.1,3,0,3,3,2.02,5.6,6.4,135,137,17.6,1,3600.0,928.0,795.0,133.0,797.0
2022-07-28 14:00:00+07:00,817.868,72.901,32.8,59,23.6,39.9,0.0,0.0,0,1005.5,971.5,3,0,5,1,2.06,4.8,5.9,138,137,16.9,1,3600.0,859.0,671.0,188.0,693.6
2022-07-28 15:00:00+07:00,573.433,64.535,33.7,54,23.1,39.6,0.0,0.0,0,1004.3,970.4,15,0,23,3,2.39,6.2,7.3,144,147,15.5,1,3600.0,758.0,618.0,140.0,703.4
2022-07-28 16:00:00+07:00,317.915,54.457,33.0,57,23.4,37.9,0.0,0.0,0,1003.7,969.8,16,2,21,5,2.14,7.4,9.0,141,143,16.6,1,3600.0,604.0,474.0,130.0,643.1
2022-07-28 17:00:00+07:00,169.451,47.038,32.4,62,24.2,37.6,0.0,0.0,0,1003.5,969.5,10,0,11,13,1.84,6.8,9.1,122,124,16.6,1,3600.0,429.0,316.0,113.0,572.0
2022-07-28 18:00:00+07:00,35.039,36.406,31.3,74,26.1,38.0,0.0,0.0,0,1004.2,970.1,18,0,14,32,1.19,5.2,10.4,102,104,14.0,1,3600.0,237.0,170.0,67.0,504.0
2022-07-28 19:00:00+07:00,0.308,32.106,30.1,77,25.6,36.4,0.0,0.0,0,1004.6,970.3,15,1,12,22,0.99,5.8,8.7,94,97,10.8,1,2316.72,55.0,31.0,24.0,209.5
2022-07-28 20:00:00+07:00,0.059,30.716,31.0,65,23.6,36.3,0.0,0.0,0,1005.9,971.7,5,0,8,2,1.59,3.9,6.6,124,135,7.9,0,0.0,0.0,0.0,0.0,0.0
2022-07-28 21:00:00+07:00,0.06,29.743,30.6,65,23.3,35.5,0.0,0.0,0,1006.9,972.6,5,0,9,0,1.53,4.7,7.4,203,209,6.8,0,0.0,0.0,0.0,0.0,0.0
2022-07-28 22:00:00+07:00,0.056,28.99,29.7,69,23.3,34.7,0.0,0.0,0,1007.6,973.2,7,0,11,1,1.31,4.7,6.8,157,180,7.6,0,0.0,0.0,0.0,0.0,0.0
2022-07-28 23:00:00+07:00,0.049,28.409,27.9,78,23.7,33.0,0.0,0.0,0,1008.3,973.7,3,0,5,0,0.83,6.0,8.4,147,170,8.3,0,0.0,0.0,0.0,0.0,0.0
2022-07-29 00:00:00+07:00,0.046,27.894,26.6,85,23.9,31.7,0.0,0.0,1,1007.8,973.0,31,2,0,98,0.53,6.2,9.2,144,169,9.0,0,0.0,0.0,0.0,0.0,0.0
2022-07-29 01:00:00+07:00,0.042,27.55,27.5,78,23.2,32.6,0.0,0.0,1,1007.3,972.7,28,0,1,92,0.82,3.6,6.5,174,180,8.6,0,0.0,0.0,0.0,0.0,0.0
2022-07-29 02:00:00+07:00,0.042,27.059,27.2,79,23.3,32.5,0.0,0.0,1,1006.5,971.8,31,0,2,100,0.75,2.0,3.4,315,212,5.4,0,0.0,0.0,0.0,0.0,0.0
2022-07-29 03:00:00+07:00,0.04,26.737,26.0,86,23.4,31.3,0.0,0.0,1,1006.3,971.5,30,0,0,100,0.47,3.1,1.8,324,259,4.0,0,0.0,0.0,0.0,0.0,0.0
2022-07-29 04:00:00+07:00,0.04,26.257,25.1,90,23.3,30.1,0.0,0.0,1,1006.2,971.3,30,0,0,100,0.33,4.7,2.9,337,330,6.5,0,0.0,0.0,0.0,0.0,0.0
2022-07-29 05:00:00+07:00,0.177,25.836,24.8,91,23.2,29.6,0.0,0.0,1,1006.6,971.7,30,0,0,100,0.29,5.2,4.3,335,336,6.8,0,0.0,0.0,0.0,0.0,0.0
2022-07-29 06:00:00+07:00,25.335,26.843,24.9,89,23.0,29.7,0.0,0.0,1,1007.1,972.2,30,0,0,99,0.34,4.4,4.4,325,325,6.8,1,0.0,0.0,0.0,0.0,0.0
2022-07-29 07:00:00+07:00,108.498,31.378,26.0,91,24.5,31.9,0.0,0.0,1,1007.6,972.8,28,1,1,89,0.3,3.4,3.6,328,315,6.1,1,2265.09,60.0,34.0,26.0,232.3
2022-07-29 08:00:00+07:00,156.144,35.098,27.6,86,25.0,34.0,0.0,0.0,1,1008.2,973.5,30,0,0,99,0.53,2.2,2.2,99,90,9.4,1,3600.0,257.0,190.0,67.0,568.6
2022-07-29 09:00:00+07:00,532.633,50.206,28.8,81,25.2,34.9,0.0,0.0,0,1008.3,973.8,13,0,0,43,0.74,4.8,5.6,132,135,14.8,1,3600.0,477.0,385.0,92.0,700.4
2022-07-29 10:00:00+07:00,767.152,64.084,29.9,77,25.5,37.0,0.0,0.0,0,1008.3,973.9,19,0,0,64,0.96,5.8,6.8,150,155,17.3,1,3600.0,680.0,576.0,104.0,783.8
2022-07-29 11:00:00+07:00,724.744,67.304,31.3,70,25.1,39.0,0.0,0.0,1,1007.7,973.5,22,0,0,75,1.37,6.0,7.3,155,160,18.0,1,3600.0,839.0,734.0,105.0,836.8
2022-07-29 12:00:00+07:00,323.031,49.164,32.5,64,24.7,40.2,0.0,0.0,1,1006.9,972.8,38,2,11,99,1.78,6.9,8.2,137,142,19.1,1,3600.0,914.0,787.0,127.0,814.1
2022-07-29 13:00:00+07:00,184.067,42.344,33.0,60,24.3,40.0,0.0,0.0,1,1005.5,971.5,42,2,18,99,1.99,8.0,9.4,126,133,19.1,1,3600.0,856.0,683.0,173.0,684.8
2022-07-29 14:00:00+07:00,132.519,38.521,32.5,62,24.3,38.8,0.0,0.0,1,1004.3,970.3,42,3,16,99,1.85,9.7,12.3,117,122,24.5,1,3600.0,804.0,494.0,310.0,510.7
2022-07-29 15:00:00+07:00,163.879,39.546,32.0,64,24.4,37.5,0.0,0.0,1,1003.9,969.9,38,1,12,100,1.7,7.5,9.4,107,113,22.0,1,3600.0,590.0,364.0,226.0,414.4
2022-07-29 16:00:00+07:00,180.843,40.408,31.5,67,24.6,36.9,0.0,0.0,1,1003.3,969.2,49,8,20,100,1.52,7.4,9.6,141,146,17.6,1,3600.0,376.0,135.0,241.0,183.3
2022-07-29 17:00:00+07:00,140.038,40.311,31.3,67,24.4,36.6,0.0,0.0,2,1003.2,969.1,55,8,29,100,1.5,7.3,9.7,160,158,18.0,1,3600.0,346.0,179.0,167.0,324.5
2022-07-29 18:00:00+07:00,34.439,34.311,30.1,72,24.4,35.6,0.0,0.0,2,1004.0,969.8,64,9,43,100,1.2,5.8,10.0,187,195,15.1,1,3600.0,185.0,82.0,103.0,243.9
2022-07-29 19:00:00+07:00,0.209,30.409,28.7,82,25.4,34.6,0.0,0.0,1,1004.8,970.4,36,3,5,100,0.7,7.6,14.5,183,186,10.8,1,1058.48,46.0,17.0,29.0,115.4
2022-07-29 20:00:00+07:00,0.051,29.222,27.4,88,25.3,33.6,0.0,0.0,1,1005.9,971.3,32,0,3,100,0.43,5.2,11.8,196,203,15.5,0,0.0,0.0,0.0,0.0,0.0
2022-07-29 21:00:00+07:00,0.045,28.666,26.7,91,25.1,32.8,0.0,0.0,1,1006.7,972.0,31,0,1,100,0.32,4.8,12.1,193,197,10.4,0,0.0,0.0,0.0,0.0,0.0
2022-07-29 22:00:00+07:00,0.039,28.126,26.1,93,25.0,32.1,0.0,0.0,1,1007.3,972.5,30,0,0,100,0.22,4.7,7.6,189,199,9.0,0,0.0,0.0,0.0,0.0,0.0
2022-07-29 23:00:00+07:00,0.044,27.717,26.9,88,24.8,32.9,0.0,0.0,1,1007.6,972.9,34,4,1,100,0.42,4.1,6.8,165,180,7.2,0,0.0,0.0,0.0,0.0,0.0
2022-07-30 00:00:00+07:00,0.04,27.304,26.6,89,24.6,32.4,0.0,0.0,1,1007.2,972.5,31,0,1,100,0.4,4.7,7.2,148,162,6.1,0,0.0,0.0,0.0,0.0,0.0
2022-07-30 01:00:00+07:00,0.039,26.898,26.8,87,24.4,32.7,0.0,0.0,1,1007.1,972.4,31,0,1,100,0.47,3.0,5.0,166,159,6.5,0,0.0,0.0,0.0,0.0,0.0
2022-07-30 02:00:00+07:00,0.035,26.578,26.5,88,24.4,32.8,0.0,0.0,1,1006.4,971.7,30,0,0,100,0.42,0.4,1.4,270,180,4.3,0,0.0,0.0,0.0,0.0,0.0
2022-07-30 03:00:00+07:00,0.038,26.576,26.4,89,24.3,32.6,0.0,0.0,1,1005.8,971.1,30,0,0,100,0.39,0.7,0.8,270,207,1.4,0,0.0,0.0,0.0,0.0,0.0
2022-07-30 04:00:00+07:00,0.044,27.65,26.1,90,24.3,32.0,0.0,0.0,0,1006.0,971.2,16,0,0,54,0.35,2.9,2.8,180,140,3.2,0,0.0,0.0,0.0,0.0,0.0
2022-07-30 05:00:00+07:00,0.177,26.513,25.8,91,24.2,31.3,0.0,0.0,0,1006.0,971.2,10,0,0,35,0.29,4.6,5.6,141,130,5.8,0,0.0,0.0,0.0,0.0,0.0
2022-07-30 06:00:00+07:00,23.515,28.026,25.5,92,24.1,31.0,0.0,0.0,0,1006.4,971.6,4,0,0,12,0.27,4.2,5.2,110,115,5.8,0,0.0,0.0,0.0,0.0,0.0
2022-07-30 07:00:00+07:00,97.207,32.182,25.9,89,24.0,31.7,0.0,0.0,1,1007.2,972.4,34,8,0,88,0.37,1.8,2.5,79,90,6.5,1,2246.79,57.0,32.0,25.0,219.4
2022-07-30 08:00:00+07:00,180.862,36.459,27.1,86,24.5,33.1,0.0,0.0,1,1007.8,973.1,40,11,0,100,0.51,2.2,2.5,99,98,9.7,1,3600.0,249.0,176.0,73.0,528.0
2022-07-30 09:00:00+07:00,542.418,50.822,28.4,80,24.6,34.6,0.1,0.1,51,1007.9,973.3,46,18,0,100,0.78,2.2,2.5,81,82,11.9,1,3600.0,442.0,320.0,122.0,582.7
2022-07-30 10:00:00+07:00,788.229,65.114,29.8,75,24.9,36.7,0.1,0.1,51,1007.6,973.2,40,11,0,100,1.03,2.3,2.4,72,63,16.2,1,3600.0,639.0,514.0,125.0,699.7
2022-07-30 11:00:00+07:00,888.038,70.601,30.7,73,25.4,38.7,0.0,0.0,1,1007.0,972.7,40,11,1,100,1.18,3.4,3.9,72,68,18.0,1,3600.0,779.0,586.0,193.0,668.2
2022-07-30 12:00:00+07:00,697.466,66.647,31.5,72,25.9,40.1,0.1,0.1,51,1006.0,971.8,40,10,1,100,1.28,4.7,5.5,113,113,20.2,1,3600.0,872.0,662.0,210.0,684.9
2022-07-30 13:00:00+07:00,170.847,44.032,31.7,73,26.2,39.7,0.2,0.2,51,1004.8,970.7,58,30,2,100,1.27,8.1,9.4,135,137,23.0,1,3600.0,828.0,494.0,334.0,495.3
2022-07-30 14:00:00+07:00,463.723,48.62,31.3,74,26.2,39.3,1.0,1.0,55,1003.5,969.4,38,4,7,100,1.17,4.7,6.1,176,183,23.4,1,3600.0,734.0,410.0,324.0,423.9
2022-07-30 15:00:00+07:00,546.174,60.334,31.4,67,24.6,37.3,0.5,0.5,53,1002.6,968.5,55,24,5,100,1.5,7.9,10.1,180,178,18.7,1,3600.0,654.0,336.0,318.0,382.6
2022-07-30 16:00:00+07:00,221.061,47.559,30.5,72,24.8,36.0,0.0,0.0,1,1002.6,968.5,40,10,2,100,1.22,7.4,9.2,227,228,20.9,1,3600.0,460.0,214.0,246.0,290.7
2022-07-30 17:00:00+07:00,59.495,27.481,29.9,75,25.1,35.9,0.0,0.0,1,1002.2,968.0,50,12,15,100,1.04,5.4,7.2,360,357,16.2,1,1412.93,280.0,59.0,221.0,107.1
2022-07-30 18:00:00+07:00,9.811,27.84,29.0,78,24.7,35.4,3.6,3.6,63,1002.9,968.6,59,16,24,100,0.88,0.5,0.4,135,90,12.6,1,0.0,104.0,13.0,91.0,38.8
2022-07-30 19:00:00+07:00,0.053,26.462,27.6,87,25.3,33.7,3.6,3.6,63,1003.8,969.3,36,1,8,100,0.48,5.7,11.5,235,250,9.4,1,0.0,33.0,4.0,29.0,27.3
2022-07-30 20:00:00+07:00,0.023,25.155,27.0,89,25.1,33.3,0.9,0.9,53,1005.2,970.6,61,13,32,100,0.38,3.3,5.2,229,236,10.1,0,0.0,0.0,0.0,0.0,0.0
2022-07-30 21:00:00+07:00,0.031,25.483,26.0,88,23.8,31.2,0.5,0.5,53,1005.6,970.8,99,21,83,100,0.41,5.5,10.0,259,257,14.4,0,0.0,0.0,0.0,0.0,0.0
2022-07-30 22:00:00+07:00,0.018,25.045,25.9,92,24.5,32.0,0.3,0.3,51,1006.4,971.6,40,11,1,100,0.27,1.8,0.4,307,360,9.4,0,0.0,0.0,0.0,0.0,0.0
2022-07-30 23:00:00+07:00,0.016,24.902,25.3,96,24.6,31.5,0.1,0.1,51,1006.7,971.8,48,14,9,100,0.13,1.8,0.8,281,333,4.7,0,0.0,0.0,0.0,0.0,0.0
2022-07-31 00:00:00+07:00,0.019,24.423,25.3,95,24.5,31.3,0.0,0.0,2,1006.0,971.2,62,35,0,100,0.15,3.1,4.6,291,309,6.5,0,0.0,0.0,0.0,0.0,0.0
2022-07-31 01:00:00+07:00,0.017,24.158,25.0,97,24.5,31.1,0.0,0.0,2,1005.3,970.4,69,43,0,100,0.1,2.4,4.0,297,297,6.5,0,0.0,0.0,0.0,0.0,0.0
2022-07-31 02:00:00+07:00,0.018,23.897,24.7,98,24.3,30.6,0.0,0.0,2,1004.5,969.6,67,41,0,100,0.06,2.3,1.8,309,323,5.0,0,0.0,0.0,0.0,0.0,0.0
2022-07-31 03:00:00+07:00,0.023,23.936,25.3,94,24.3,31.3,0.0,0.0,1,1004.1,969.3,34,3,2,100,0.19,2.4,2.4,333,63,4.3,0,0.0,0.0,0.0,0.0,0.0
2022-07-31 04:00:00+07:00,0.023,24.387,25.7,90,23.9,31.4,0.0,0.0,1,1003.8,969.1,31,1,0,100,0.34,1.9,3.3,338,84,3.6,0,0.0,0.0,0.0,0.0,0.0
2022-07-31 05:00:00+07:00,0.106,24.71,25.7,88,23.6,31.0,0.0,0.0,1,1004.1,969.4,40,6,8,100,0.38,3.3,4.8,193,132,4.0,0,0.0,0.0,0.0,0.0,0.0
2022-07-31 06:00:00+07:00,16.352,25.12,24.5,93,23.4,29.4,0.0,0.0,1,1004.8,969.9,38,4,8,97,0.21,5.4,6.8,184,148,7.2,0,0.0,0.0,0.0,0.0,0.0
2022-07-31 07:00:00+07:00,55.726,26.561,24.1,92,22.7,28.9,0.0,0.0,1,1006.0,971.0,38,5,6,100,0.25,3.7,5.2,169,168,7.6,1,1696.14,52.0,22.0,30.0,151.3
2022-07-31 08:00:00+07:00,131.157,29.839,24.7,89,22.8,29.7,0.9,0.9,53,1007.1,972.1,100,11,100,100,0.34,2.3,2.5,162,172,12.6,1,0.0,109.0,2.0,107.0,6.0
2022-07-31 09:00:00+07:00,157.97,31.679,25.4,87,23.1,30.5,0.5,0.5,53,1007.4,972.5,92,2,100,100,0.42,3.5,4.1,156,165,10.1,1,0.0,192.0,25.0,167.0,45.6
2022-07-31 10:00:00+07:00,373.338,41.983,26.5,82,23.2,31.7,1.3,1.3,61,1007.6,972.8,100,51,100,100,0.62,2.6,3.1,124,135,11.9,1,3600.0,357.0,137.0,220.0,186.6
2022-07-31 11:00:00+07:00,419.694,45.198,26.1,85,23.3,31.3,0.2,0.2,51,1007.1,972.3,100,21,100,99,0.52,3.1,3.9,111,112,11.5,1,0.0,168.0,28.0,140.0,31.9
2022-07-31 12:00:00+07:00,604.635,54.964,27.4,81,23.9,33.0,0.2,0.2,51,1006.4,971.8,92,12,100,71,0.67,2.7,3.4,157,162,15.5,1,1427.82,454.0,104.0,350.0,107.6
2022-07-31 13:00:00+07:00,629.434,58.877,27.8,82,24.4,33.5,0.1,0.1,51,1005.5,971.0,100,14,99,94,0.69,4.3,5.1,175,184,16.9,1,726.63,439.0,84.0,355.0,84.2
2022-07-31 14:00:00+07:00,273.599,47.128,28.8,79,24.9,35.2,0.1,0.1,51,1004.4,970.0,95,17,83,100,0.81,4.5,5.1,166,176,19.8,1,3600.0,626.0,352.0,274.0,364.0
2022-07-31 15:00:00+07:00,115.107,26.565,29.3,77,24.8,35.6,2.6,2.6,63,1003.3,969.0,58,11,31,98,0.94,8.6,10.5,182,184,26.3,1,3600.0,728.0,490.0,238.0,558.2
2022-07-31 16:00:00+07:00,340.204,37.533,27.2,82,23.9,32.5,6.0,6.0,63,1003.0,968.5,100,21,100,100,0.63,4.9,6.4,197,196,25.6,1,1503.66,314.0,81.0,233.0,110.1
2022-07-31 17:00:00+07:00,213.097,39.351,27.5,82,24.2,33.3,0.1,0.1,51,1002.4,967.9,37,0,12,100,0.66,2.5,2.7,135,157,13.0,1,2835.92,264.0,85.0,179.0,154.5
2022-07-31 18:00:00+07:00,25.323,29.849,27.6,83,24.4,33.4,0.0,0.0,3,1002.5,968.0,91,1,100,100,0.63,3.6,4.3,84,90,10.4,1,3600.0,228.0,116.0,112.0,347.4
2022-07-31 19:00:00+07:00,0.202,27.251,26.9,86,24.4,32.6,0.0,0.0,2,1002.9,968.3,68,4,58,100,0.48,4.6,9.8,135,156,9.0,0,0.0,31.0,7.0,24.0,47.9
2022-07-31 20:00:00+07:00,0.033,26.315,26.5,87,24.1,32.0,0.0,0.0,3,1004.3,969.7,92,2,100,100,0.46,4.6,11.3,141,153,8.3,0,0.0,0.0,0.0,0.0,0.0
2022-07-31 21:00:00+07:00,0.034,26.668,26.5,86,23.9,31.8,0.3,0.3,51,1005.2,970.5,90,1,99,100,0.5,4.7,11.5,157,160,9.0,0,0.0,0.0,0.0,0.0,0.0
2022-07-31 22:00:00+07:00,0.03,26.322,26.1,87,23.8,31.2,0.1,0.1,51,1005.7,971.0,51,3,30,100,0.44,5.7,12.8,162,164,10.8,0,0.0,0.0,0.0,0.0,0.0
2022-07-31 23:00:00+07:00,0.018,24.996,25.3,93,24.1,30.6,0.2,0.2,51,1006.0,971.2,49,5,24,100,0.22,5.2,8.0,164,175,10.8,0,0.0,0.0,0.0,0.0,0.0
2022-08-01 00:00:00+07:00,0.019,25.009,25.9,87,23.6,31.3,0.0,0.0,2,1005.7,970.9,56,5,36,100,0.43,3.6,5.2,135,168,7.2,0,0.0,0.0,0.0,0.0,0.0
2022-08-01 01:00:00+07:00,0.025,25.351,24.7,94,23.6,29.7,0.7,0.7,53,1005.5,970.6,70,7,57,100,0.19,5.6,7.1,135,150,7.6,0,0.0,0.0,0.0,0.0,0.0
2022-08-01 02:00:00+07:00,0.022,25.094,25.4,90,23.6,30.7,0.0,0.0,1,1005.2,970.4,34,3,3,100,0.34,3.9,5.5,124,148,7.6,0,0.0,0.0,0.0,0.0,0.0
2022-08-01 03:00:00+07:00,0.026,25.348,25.5,89,23.5,31.1,0.0,0.0,1,1004.4,969.6,34,2,4,100,0.37,1.1,0.8,360,153,5.4,0,0.0,0.0,0.0,0.0,0.0
2022-08-01 04:00:00+07:00,0.025,25.069,24.0,95,23.2,28.9,0.0,0.0,2,1004.1,969.2,52,15,14,100,0.14,4.8,4.3,347,355,6.5,0,0.0,0.0,0.0,0.0,0.0
2022-08-01 05:00:00+07:00,0.104,25.035,24.1,94,23.2,29.2,0.0,0.0,3,1004.7,969.8,83,28,46,100,0.17,3.8,3.1,311,339,6.8,0,0.0,0.0,0.0,0.0,0.0
2022-08-01 06:00:00+07:00,28.573,26.21,24.1,96,23.5,29.4,0.0,0.0,1,1005.0,970.0,46,10,12,100,0.11,3.3,3.7,311,331,5.8,0,0.0,0.0,0.0,0.0,0.0
2022-08-01 07:00:00+07:00,111.231,30.343,25.2,94,24.3,30.8,0.0,0.0,2,1005.4,970.6,70,44,0,100,0.18,4.8,4.8,318,347,7.9,1,547.49,47.0,13.0,34.0,89.7
2022-08-01 08:00:00+07:00,125.283,31.863,27.0,83,23.9,32.9,0.0,0.0,1,1006.0,971.3,48,16,7,99,0.59,1.1,1.5,360,346,11.2,1,3600.0,240.0,151.0,89.0,455.3
2022-08-01 09:00:00+07:00,229.048,37.124,28.0,80,24.3,33.9,0.2,0.2,51,1006.1,971.6,46,16,3,100,0.74,2.6,2.7,106,113,14.8,1,3600.0,444.0,326.0,118.0,594.8
2022-08-01 10:00:00+07:00,261.665,39.779,29.1,78,25.0,35.7,0.3,0.3,51,1006.1,971.7,100,100,7,100,0.87,4.5,4.7,119,122,18.4,1,3600.0,637.0,475.0,162.0,647.1
2022-08-01 11:00:00+07:00,464.311,47.841,28.8,77,24.4,34.8,9.3,9.3,65,1005.8,971.4,100,83,10,100,0.91,6.4,7.5,142,145,19.8,1,3600.0,654.0,368.0,286.0,419.7
2022-08-01 12:00:00+07:00,978.795,68.129,27.7,83,24.6,33.8,5.2,5.2,63,1004.7,970.2,100,80,18,100,0.62,6.1,7.6,180,175,20.2,1,3600.0,622.0,246.0,376.0,254.5
2022-08-01 13:00:00+07:00,769.048,65.755,29.2,80,25.3,37.1,0.1,0.1,51,1004.1,969.8,47,15,6,100,0.83,1.9,2.3,158,162,18.4,1,3600.0,740.0,323.0,417.0,323.9
2022-08-01 14:00:00+07:00,771.15,66.738,30.0,77,25.5,37.3,0.2,0.2,51,1002.8,968.6,32,0,4,100,0.98,3.3,4.0,167,170,13.3,1,3600.0,667.0,306.0,361.0,316.5
2022-08-01 15:00:00+07:00,659.606,64.379,30.1,75,25.2,36.7,0.1,0.1,51,1001.7,967.5,39,7,4,100,1.05,5.4,6.3,160,167,15.8,1,3600.0,630.0,303.0,327.0,345.3
2022-08-01 16:00:00+07:00,291.505,51.908,30.1,76,25.3,36.4,0.3,0.3,51,1001.2,967.1,48,13,11,100,1.03,5.4,6.6,160,158,15.8,1,3600.0,584.0,331.0,253.0,450.4
2022-08-01 17:00:00+07:00,111.034,39.133,26.9,86,24.3,31.7,7.9,7.9,65,1001.9,967.4,78,19,52,100,0.5,9.7,13.5,225,224,21.6,1,2952.8,272.0,87.0,185.0,158.4
2022-08-01 18:00:00+07:00,19.39,32.832,25.4,90,23.7,30.1,8.4,8.4,65,1003.3,968.6,100,65,90,100,0.31,8.7,14.2,173,189,23.0,1,0.0,83.0,8.0,75.0,24.0
2022-08-01 19:00:00+07:00,0.112,27.767,27.8,85,25.1,32.7,0.5,0.5,53,1002.7,968.2,50,16,9,99,0.55,12.5,21.3,162,168,18.0,0,0.0,3.0,0.0,3.0,0.0
2022-08-01 20:00:00+07:00,0.037,26.924,26.2,86,23.7,31.0,0.0,0.0,2,1004.2,969.5,64,11,41,100,0.48,7.8,15.4,202,191,24.5,0,0.0,0.0,0.0,0.0,0.0
2022-08-01 21:00:00+07:00,0.036,27.068,25.8,90,23.9,31.3,0.0,0.0,2,1005.0,970.2,80,22,50,100,0.35,3.3,6.3,276,239,13.7,0,0.0,0.0,0.0,0.0,0.0
2022-08-01 22:00:00+07:00,0.037,27.681,25.5,93,24.2,31.3,0.0,0.0,2,1005.7,970.9,68,22,31,99,0.23,2.9,4.7,300,270,6.1,0,0.0,0.0,0.0,0.0,0.0
2022-08-01 23:00:00+07:00,0.03,26.224,25.6,93,24.3,31.6,0.0,0.0,1,1006.0,971.2,34,4,1,99,0.24,1.8,2.5,360,98,5.4,0,0.0,0.0,0.0,0.0,0.0
2022-08-02 00:00:00+07:00,0.031,25.73,25.1,96,24.4,30.7,0.0,0.0,2,1006.0,971.1,73,20,41,100,0.12,4.9,7.9,343,360,9.0,0,0.0,0.0,0.0,0.0,0.0
2022-08-02 01:00:00+07:00,0.03,25.74,24.7,97,24.2,30.4,0.0,0.0,2,1005.6,970.7,53,13,19,100,0.09,3.6,7.0,323,339,9.0,0,0.0,0.0,0.0,0.0,0.0
2022-08-02 02:00:00+07:00,0.035,26.154,24.5,97,24.0,30.1,0.0,0.0,2,1005.2,970.3,66,23,25,100,0.09,3.3,5.6,319,320,7.2,0,0.0,0.0,0.0,0.0,0.0
2022-08-02 03:00:00+07:00,0.033,26.359,24.9,95,24.0,30.8,0.0,0.0,2,1004.9,970.0,51,18,8,100,0.17,1.5,1.9,256,202,5.8,0,0.0,0.0,0.0,0.0,0.0
