id,Usage,timestamp,actual_0,actual_1,actual_2,actual_3,actual_4,actual_5,actual_6,actual_7,actual_8,actual_9,actual_10,actual_11,actual_12,actual_13,actual_14,actual_15,actual_16,actual_17,actual_18,actual_19,actual_20,actual_21,actual_22,actual_23
2758,Public,2023-09-21 10:00:00+07:00,829.144,877.552,935.832,904.867,688.327,459.498,230.751,73.942,6.087,0.05,0.047,0.044,0.038,0.036,0.033,0.031,0.031,0.028,0.027,0.043,32.418,200.97,428.017,412.296
2759,Public,2023-09-30 14:00:00+07:00,220.875,241.495,112.666,54.063,4.582,0.036,0.027,0.012,0.008,0.012,0.015,0.017,0.019,0.023,0.022,0.012,17.12,121.964,441.463,519.778,560.838,607.966,886.817,916.322
2760,Public,2023-10-14 05:00:00+07:00,0.02,6.388,40.173,129.298,376.447,708.934,620.034,646.141,193.597,503.553,112.248,121.582,22.748,0.313,0.041,0.02,0.018,0.017,0.018,0.016,0.015,0.015,0.016,0.018
2761,Public,2023-05-03 17:00:00+07:00,75.64,21.792,0.028,0.014,0.015,0.021,0.018,0.01,0.01,0.01,0.009,0.007,0.883,65.991,259.873,492.303,690.725,835.64,916.868,919.268,830.891,449.872,75.967,115.079
2762,Public,2023-10-08 12:00:00+07:00,454.868,272.4,152.421,47.202,37.671,19.292,0.458,0.024,0.026,0.026,0.023,0.019,0.019,0.021,0.02,0.012,0.018,0.012,8.162,69.417,193.343,209.854,193.984,131.977
2763,Public,2023-04-27 21:00:00+07:00,0.012,0.012,0.019,0.017,0.018,0.016,0.016,0.014,0.445,47.642,225.062,448.61,653.115,803.75,863.098,893.728,815.313,718.743,514.206,335.023,130.559,19.878,0.046,0.021
2764,Public,2023-07-11 05:00:00+07:00,1.415,50.858,221.271,577.008,599.37,607.734,573.6,836.985,474.972,627.202,221.942,117.012,311.907,97.9,2.103,0.026,0.011,0.009,0.023,0.015,0.01,0.008,0.007,0.011
2765,Public,2023-04-21 22:00:00+07:00,0.021,0.017,0.021,0.021,0.017,0.02,0.011,0.147,30.091,146.783,321.948,493.03,663.194,787.045,842.773,319.201,249.4,0.02,0.014,0.009,0.015,0.016,0.016,0.014
2766,Public,2023-07-24 04:00:00+07:00,0.028,0.39,59.465,190.396,366.253,653.382,880.001,866.94,778.519,683.397,655.987,435.903,106.853,132.795,32.091,0.434,0.018,0.018,0.021,0.013,0.016,0.025,0.02,0.016
2767,Public,2023-10-23 14:00:00+07:00,420.91,351.813,114.593,25.458,0.108,0.019,0.02,0.021,0.017,0.015,0.015,0.015,0.013,0.008,0.012,0.009,21.586,142.338,325.107,497.577,605.331,765.697,836.299,524.325
2768,Public,2023-05-13 17:00:00+07:00,205.038,28.155,0.039,0.02,0.018,0.007,0.007,0.01,0.01,0.016,0.02,0.022,1.173,83.192,233.933,542.948,635.461,720.609,338.629,540.565,693.861,400.989,417.893,191.021
2769,Public,2023-05-13 02:00:00+07:00,0.002,0.004,0.004,0.237,15.913,85.497,228.609,304.532,40.783,276.786,723.43,497.355,834.479,653.12,418.299,205.038,28.155,0.039,0.02,0.018,0.007,0.007,0.01,0.01
2770,Public,2023-09-07 07:00:00+07:00,164.207,261.779,489.726,448.866,717.638,635.886,721.891,563.601,347.633,208.55,26.981,5.708,0.057,0.053,0.027,0.017,0.015,0.012,0.017,0.022,0.018,0.027,0.047,28.742
2771,Public,2023-08-26 13:00:00+07:00,441.985,310.433,382.537,235.626,65.132,9.507,0.048,0.037,0.042,0.04,0.03,0.033,0.027,0.028,0.025,0.026,0.051,9.44,67.28,192.576,321.592,496.108,533.691,310.291
2772,Public,2023-06-28 08:00:00+07:00,243.776,504.216,520.267,734.025,652.868,618.236,280.993,296.296,268.649,221.102,44.777,0.866,0.04,0.044,0.045,0.042,0.04,0.041,0.044,0.031,0.014,0.397,32.557,111.375
2773,Public,2023-07-23 01:00:00+07:00,0.03,0.029,0.029,0.026,1.001,68.472,220.51,137.435,369.874,914.639,911.263,957.105,886.651,838.761,636.339,483.455,186.655,23.236,0.373,0.028,0.027,0.038,0.04,0.03
2774,Public,2023-09-04 00:00:00+07:00,0.049,0.05,0.044,0.039,0.037,0.083,36.966,228.761,458.808,661.077,808.459,896.7,915.838,868.603,786.211,627.377,421.444,92.922,7.972,0.058,0.055,0.056,0.05,0.045
2775,Public,2023-07-26 13:00:00+07:00,155.11,363.377,424.763,325.014,172.177,34.839,0.482,0.021,0.015,0.017,0.017,0.027,0.027,0.025,0.019,0.022,0.567,73.816,115.133,223.688,373.609,744.274,792.053,578.076
2776,Public,2023-10-14 16:00:00+07:00,121.582,22.748,0.313,0.041,0.02,0.018,0.017,0.018,0.016,0.015,0.015,0.016,0.018,0.023,27.471,111.609,299.56,568.096,547.378,766.279,818.256,702.589,611.354,359.437
2777,Public,2023-10-24 05:00:00+07:00,0.009,21.586,142.338,325.107,497.577,605.331,765.697,836.299,524.325,523.404,266.172,123.811,15.816,0.103,0.023,0.021,0.017,0.012,0.016,0.019,0.024,0.016,0.013,0.011
2778,Public,2023-09-23 08:00:00+07:00,403.977,640.013,744.12,721.768,801.28,721.946,587.529,480.484,284.256,76.356,2.669,0.032,0.032,0.041,0.04,0.036,0.032,0.029,0.025,0.029,0.026,0.045,38.442,231.271
2779,Public,2023-10-05 06:00:00+07:00,17.543,74.829,211.321,487.015,634.252,715.913,837.21,665.083,610.603,480.489,211.182,36.968,1.056,0.046,0.043,0.04,0.028,0.018,0.016,0.014,0.014,0.012,0.011,0.021
2780,Public,2023-10-30 14:00:00+07:00,481.869,198.041,15.043,2.182,0.025,0.01,0.011,0.009,0.014,0.011,0.011,0.012,0.013,0.01,0.012,0.011,6.111,79.713,283.357,263.821,513.625,375.839,226.672,557.32
2781,Public,2023-09-26 02:00:00+07:00,0.034,0.038,0.032,0.033,5.715,60.615,201.992,405.81,471.401,541.883,553.657,532.915,477.972,380.936,255.759,64.51,2.473,0.033,0.02,0.023,0.026,0.026,0.025,0.017
2782,Public,2023-05-15 15:00:00+07:00,141.82,137.844,56.366,10.456,0.042,0.023,0.018,0.026,0.022,0.018,0.011,0.009,0.009,0.015,1.442,69.799,292.52,523.733,684.842,835.554,797.693,775.788,644.31,94.598
2783,Public,2023-07-31 19:00:00+07:00,0.095,0.027,0.023,0.014,0.022,0.02,0.013,0.019,0.015,0.011,0.073,19.05,97.484,213.426,164.602,114.025,444.519,549.912,318.289,406.716,129.935,79.73,71.65,21.002
2784,Public,2023-06-30 11:00:00+07:00,714.132,933.281,663.651,405.093,180.663,63.483,68.756,31.438,0.316,0.012,0.018,0.024,0.021,0.021,0.015,0.013,0.01,0.01,0.812,43.725,132.683,377.122,505.13,795.199
2785,Public,2023-07-31 05:00:00+07:00,0.12,23.604,50.314,138.035,189.8,237.599,260.886,328.383,246.508,134.402,137.493,125.872,63.856,12.591,0.095,0.027,0.023,0.014,0.022,0.02,0.013,0.019,0.015,0.011
2786,Public,2023-11-12 22:00:00+07:00,0.034,0.029,0.027,0.02,0.02,0.016,0.016,0.011,10.93,96.078,296.579,473.147,608.277,514.895,592.654,624.971,368.42,187.471,92.829,22.726,0.06,0.046,0.041,0.027
2787,Public,2023-06-11 19:00:00+07:00,0.312,0.032,0.03,0.035,0.028,0.028,0.025,0.022,0.024,0.024,1.324,93.178,308.034,497.149,513.458,721.71,896.517,927.603,817.439,583.047,294.789,144.876,91.175,27.177
2788,Public,2023-10-25 08:00:00+07:00,226.492,528.257,673.573,596.581,751.22,618.034,559.558,393.808,155.9,25.596,0.137,0.051,0.045,0.045,0.026,0.022,0.031,0.027,0.023,0.015,0.015,0.019,9.245,138.805
2789,Public,2023-10-14 06:00:00+07:00,6.388,40.173,129.298,376.447,708.934,620.034,646.141,193.597,503.553,112.248,121.582,22.748,0.313,0.041,0.02,0.018,0.017,0.018,0.016,0.015,0.015,0.016,0.018,0.023
2790,Public,2023-07-13 12:00:00+07:00,761.012,817.255,678.796,358.615,524.76,198.544,52.203,0.482,0.041,0.041,0.036,0.043,0.036,0.036,0.032,0.027,0.029,0.912,76.18,172.219,304.374,678.473,934.454,699.16
2791,Public,2023-11-29 20:00:00+07:00,0.02,0.016,0.014,0.013,0.013,0.012,0.016,0.013,0.016,0.014,3.187,88.476,230.626,374.271,493.005,470.066,599.03,519.756,374.375,185.385,81.056,19.216,0.039,0.026
2792,Public,2023-11-17 18:00:00+07:00,0.033,0.026,0.024,0.024,0.017,0.024,0.03,0.026,0.021,0.017,0.019,0.014,11.813,106.637,319.145,480.886,601.071,668.156,667.571,596.816,463.076,283.162,104.346,15.379
2793,Public,2023-04-03 22:00:00+07:00,0.038,0.027,0.025,0.025,0.022,0.016,0.019,0.024,16.778,124.543,328.278,541.686,686.873,767.84,788.385,712.716,463.658,482.861,269.973,104.097,11.287,0.044,0.041,0.033
2794,Public,2023-05-17 21:00:00+07:00,0.016,0.012,0.017,0.025,0.024,0.024,0.018,0.015,2.019,75.518,274.142,493.756,560.973,796.517,841.672,950.997,882.732,609.793,590.355,359.226,154.151,28.595,0.139,0.03
2795,Public,2023-05-06 04:00:00+07:00,0.01,0.948,54.911,234.883,452.61,656.411,798.381,880.028,901.382,811.905,681.443,531.047,325.329,136.046,20.193,0.064,0.019,0.017,0.011,0.011,0.011,0.01,0.008,0.007
2796,Public,2023-09-09 06:00:00+07:00,47.449,241.303,409.044,563.038,697.831,789.017,467.073,392.122,156.187,107.326,116.831,81.211,8.09,0.05,0.051,0.039,0.024,0.026,0.027,0.024,0.025,0.024,0.018,0.027
2797,Public,2023-08-25 22:00:00+07:00,0.022,0.018,0.016,0.018,0.015,0.017,0.023,0.053,27.122,126.667,421.463,575.631,296.369,386.222,327.948,441.985,310.433,382.537,235.626,65.132,9.507,0.048,0.037,0.042
2798,Public,2023-06-25 07:00:00+07:00,70.449,172.504,312.111,250.001,444.507,619.287,924.283,442.804,57.404,259.885,153.859,21.002,0.238,0.016,0.023,0.008,0.01,0.01,0.009,0.009,0.014,0.012,0.888,39.883
2799,Public,2023-11-27 07:00:00+07:00,64.895,243.776,396.209,568.323,635.571,636.239,569.59,452.296,341.014,105.184,15.743,0.049,0.017,0.013,0.011,0.007,0.007,0.01,0.008,0.008,0.002,0.002,0.001,6.779
2800,Public,2023-06-15 11:00:00+07:00,418.04,335.195,504.071,285.45,279.578,301.429,135.696,32.873,0.414,0.031,0.014,0.026,0.024,0.015,0.01,0.013,0.016,0.015,2.541,88.201,285.02,542.148,736.637,872.933
2801,Public,2023-05-23 08:00:00+07:00,358.006,636.36,821.81,898.885,912.418,804.649,617.07,104.273,197.779,70.162,21.777,0.073,0.016,0.003,0.004,0.005,0.005,0.005,0.008,0.008,0.006,2.963,87.246,261.773
2802,Public,2023-06-06 05:00:00+07:00,2.009,54.233,205.845,528.989,495.994,779.063,985.405,752.721,447.728,87.861,171.736,179.685,108.64,17.119,0.122,0.038,0.036,0.013,0.009,0.012,0.013,0.012,0.014,0.012
2803,Public,2023-11-15 20:00:00+07:00,0.034,0.029,0.023,0.014,0.015,0.013,0.009,0.019,0.016,0.01,10.076,115.852,287.355,457.104,585.513,601.179,583.135,482.435,265.76,108.743,87.22,10.843,0.036,0.019
2804,Public,2023-12-24 11:00:00+07:00,597.109,608.293,545.689,435.106,275.563,111.338,21.559,0.207,0.008,0.011,0.008,0.007,0.01,0.012,0.01,0.01,0.008,0.005,0.01,0.786,49.288,156.538,352.909,504.431
2805,Public,2023-04-08 02:00:00+07:00,0.033,0.026,0.025,0.03,16.571,98.373,215.114,365.191,556.809,674.236,710.85,715.876,617.222,446.392,204.002,82.67,17.389,0.039,0.023,0.021,0.015,0.017,0.031,0.027
2806,Public,2023-12-23 08:00:00+07:00,145.119,373.238,478.84,602.869,510.308,518.327,386.559,206.199,109.694,21.619,0.266,0.011,0.008,0.008,0.005,0.004,0.003,0.003,0.002,0,0.001,0.001,1.298,50.591
2807,Public,2023-12-09 17:00:00+07:00,14.249,0.066,0.036,0.03,0.027,0.015,0.014,0.007,0.007,0.008,0.006,0.009,0.008,2.741,60.994,213.188,325.688,528.683,610.503,573.635,526.263,427.192,269.81,108.586
2808,Public,2023-07-02 21:00:00+07:00,0.014,0.016,0.027,0.021,0.021,0.012,0.011,0.018,0.568,72.833,341.782,367.346,450.268,556.506,859.761,904.529,456.418,577.099,292.838,73.734,55.452,43.59,0.307,0.006
2809,Public,2023-11-14 03:00:00+07:00,0.027,0.027,0.017,10.436,117.501,340.801,496.468,622.34,637.353,652.086,407.42,450.433,319.674,128.111,22.463,0.045,0.028,0.026,0.027,0.025,0.025,0.02,0.023,0.014
2810,Public,2023-11-30 21:00:00+07:00,0.024,0.024,0.022,0.017,0.019,0.017,0.017,0.016,0.015,2.76,48.65,175.169,373.396,451.927,518.281,623.8,587.009,364.188,284.404,101.985,2.44,0.042,0.021,0.024
2811,Public,2023-09-14 00:00:00+07:00,0.012,0.014,0.014,0.01,0.01,0.014,10.132,62.759,242.482,393.728,462.388,430.845,862.596,767.005,617.222,482.27,183.765,92.467,7.201,0.038,0.038,0.036,0.023,0.009
2812,Public,2023-06-26 05:00:00+07:00,0.888,39.883,152.991,245.93,408.218,460.073,831.954,923.804,953.304,286.301,85.179,182.624,107.334,24.249,0.209,0.027,0.028,0.014,0.01,0.013,0.013,0.014,0.016,0.019
2813,Public,2023-07-22 18:00:00+07:00,68.051,0.599,0.023,0.023,0.022,0.021,0.032,0.03,0.029,0.029,0.026,1.001,68.472,220.51,137.435,369.874,914.639,911.263,957.105,886.651,838.761,636.339,483.455,186.655
2814,Public,2023-10-02 18:00:00+07:00,1.518,0.045,0.045,0.033,0.026,0.027,0.026,0.029,0.037,0.039,0.036,0.032,15.083,197.884,437.99,624.632,773.914,843.07,838.237,777.849,591.476,339.601,217.894,34.37
2815,Public,2023-09-10 22:00:00+07:00,0.024,0.022,0.016,0.016,0.013,0.02,0.022,0.018,24.241,159.953,301.997,374.157,477.947,578.602,576.874,515.577,422.855,222.574,159.314,115.342,11.869,0.044,0.043,0.037
2816,Public,2023-08-05 08:00:00+07:00,143.335,293.224,464.097,266.887,310.928,247.342,378.237,270.796,163.267,63.507,12.295,0.08,0.033,0.014,0.022,0.014,0.022,0.021,0.024,0.015,0.012,0.08,17.897,94.701
2817,Public,2023-07-04 03:00:00+07:00,0.011,0.006,0.691,35.994,84.105,273.094,400.986,492.015,536.353,622.294,670.245,441.259,275.402,374.531,87.515,14.558,0.218,0.007,0.004,0.003,0.005,0.005,0.003,0.004
2818,Public,2023-09-13 20:00:00+07:00,0.007,0.007,0.008,0.011,0.012,0.014,0.014,0.01,0.01,0.014,10.132,62.759,242.482,393.728,462.388,430.845,862.596,767.005,617.222,482.27,183.765,92.467,7.201,0.038
2819,Public,2023-10-17 17:00:00+07:00,17.005,0.207,0.02,0.014,0.013,0.009,0.014,0.013,0.006,0.008,0.007,0.006,0.005,18.822,115.582,355.64,544.662,683.511,581.766,758.588,710.532,571.276,385.59,169.456
2820,Public,2023-06-22 00:00:00+07:00,0.017,0.018,0.015,0.014,0.017,0.937,45.751,266.901,198.978,339.369,412.262,558.609,446.068,588.494,480.079,525.846,465.837,141.061,44.799,1.642,0.043,0.035,0.036,0.032
2821,Public,2023-12-26 04:00:00+07:00,0.001,0.001,1.158,47.931,191.71,360.251,498.326,578.212,592.583,544.395,434.61,275.071,109.172,21.179,0.241,0.011,0.006,0.013,0.009,0.004,0.004,0.003,0.003,0.004
2822,Public,2023-11-19 15:00:00+07:00,279.008,103.217,15.754,0.046,0.024,0.024,0.022,0.02,0.015,0.013,0.009,0.006,0.008,0.005,0.006,7.381,99.975,290.434,470.767,601.681,667.098,662.159,590.321,473.437
2823,Public,2023-08-07 13:00:00+07:00,282.236,284.994,158.837,101.228,45.666,9.846,0.037,0.008,0.012,0.009,0.006,0.006,0.01,0.01,0.006,0.008,0.048,13.644,84.125,77.313,107.374,124.563,178.647,182.321
2824,Public,2023-09-13 17:00:00+07:00,19.512,2.011,0.008,0.007,0.007,0.008,0.011,0.012,0.014,0.014,0.01,0.01,0.014,10.132,62.759,242.482,393.728,462.388,430.845,862.596,767.005,617.222,482.27,183.765
2825,Public,2023-10-25 21:00:00+07:00,0.045,0.026,0.022,0.031,0.027,0.023,0.015,0.015,0.019,9.245,138.805,338.843,515.327,665.669,657.848,579.989,483.737,315.058,184.198,62.678,11.662,0.069,0.042,0.036
2826,Public,2023-06-08 23:00:00+07:00,0.035,0.032,0.028,0.031,0.03,0.035,1.209,37.236,229.796,477.847,511.285,509.956,730.803,642.381,601.45,502.205,407.298,307.876,188.491,74.356,0.894,0.043,0.045,0.042
2827,Public,2023-06-10 02:00:00+07:00,0.034,0.037,0.04,0.641,51.13,251.425,514.616,537.845,519.868,850.968,786.997,707.798,384.946,641.061,184.922,117.398,58.704,0.544,0.054,0.045,0.044,0.042,0.039,0.033
2828,Public,2023-08-29 04:00:00+07:00,0.021,0.057,51.223,233.431,435.174,736.049,901.609,633.953,743.046,852.701,562.445,313.207,340.058,167.139,15.814,0.047,0.044,0.027,0.018,0.027,0.025,0.031,0.031,0.015
2829,Public,2023-06-09 00:00:00+07:00,0.032,0.028,0.031,0.03,0.035,1.209,37.236,229.796,477.847,511.285,509.956,730.803,642.381,601.45,502.205,407.298,307.876,188.491,74.356,0.894,0.043,0.045,0.042,0.038
2830,Public,2023-08-20 00:00:00+07:00,0.022,0.025,0.025,0.03,0.023,0.067,32.467,201.65,339.687,474.75,769.868,705.889,590.32,582.577,471.438,327.837,317.429,120.022,22.678,0.043,0.031,0.026,0.025,0.029
2831,Public,2023-08-02 23:00:00+07:00,0.02,0.021,0.027,0.025,0.023,0.023,0.128,31.77,114.484,198.574,470.609,371.408,468.81,423.522,172.73,166.263,256.617,174.208,118.039,27.956,0.111,0.036,0.037,0.035
2832,Public,2023-11-26 23:00:00+07:00,0.011,0.013,0.021,0.018,0.017,0.012,0.008,6.878,64.895,243.776,396.209,568.323,635.571,636.239,569.59,452.296,341.014,105.184,15.743,0.049,0.017,0.013,0.011,0.007
2833,Public,2023-04-06 06:00:00+07:00,12.72,81.565,206.859,346.325,467.424,577.729,615.34,573.675,483.048,335.934,189.576,70.72,8.944,0.042,0.024,0.016,0.012,0.019,0.021,0.022,0.018,0.022,0.016,0.024
2834,Public,2023-06-30 00:00:00+07:00,0.024,0.021,0.025,0.023,0.021,0.544,29.404,130.003,354.611,441.475,699.848,714.132,933.281,663.651,405.093,180.663,63.483,68.756,31.438,0.316,0.012,0.018,0.024,0.021
2835,Public,2023-11-26 02:00:00+07:00,0.004,0.006,0.002,0.004,6.547,94.626,254.895,424.919,552.156,596.682,635.737,514.952,430.339,277.552,105.595,14.831,0.048,0.016,0.019,0.017,0.008,0.011,0.013,0.021
2836,Public,2023-08-07 15:00:00+07:00,158.837,101.228,45.666,9.846,0.037,0.008,0.012,0.009,0.006,0.006,0.01,0.01,0.006,0.008,0.048,13.644,84.125,77.313,107.374,124.563,178.647,182.321,94.441,227.529
2837,Public,2023-09-08 13:00:00+07:00,977.166,720.249,432.381,82.873,63.455,11.078,0.046,0.042,0.033,0.015,0.019,0.024,0.026,0.026,0.027,0.025,0.045,47.449,241.303,409.044,563.038,697.831,789.017,467.073
2838,Public,2023-11-04 01:00:00+07:00,0.026,0.016,0.013,0.015,0.01,10.058,133.7,329.096,508.29,639.551,728.701,662.878,627.775,348.631,303.627,182.935,25.643,0.12,0.044,0.041,0.03,0.024,0.024,0.016
2839,Public,2023-08-25 08:00:00+07:00,298.038,565.948,474.851,391.957,256.36,625.588,457.937,304.758,240.582,114.576,9.01,0.024,0.034,0.029,0.022,0.018,0.016,0.018,0.015,0.017,0.023,0.053,27.122,126.667
2840,Public,2023-07-26 17:00:00+07:00,172.177,34.839,0.482,0.021,0.015,0.017,0.017,0.027,0.027,0.025,0.019,0.022,0.567,73.816,115.133,223.688,373.609,744.274,792.053,578.076,711.883,640.801,438.32,306.267
2841,Public,2023-04-29 06:00:00+07:00,49.601,233.516,451.083,651.658,799.066,879.985,900.388,859.212,748.312,548.21,313.541,102.373,20.938,0.035,0.019,0.02,0.017,0.022,0.016,0.031,0.027,0.022,0.014,0.305
2842,Public,2023-05-04 01:00:00+07:00,0.01,0.01,0.009,0.007,0.883,65.991,259.873,492.303,690.725,835.64,916.868,919.268,830.891,449.872,75.967,115.079,119.341,38.487,0.043,0.018,0.012,0.009,0.018,0.013
2843,Public,2023-11-15 00:00:00+07:00,0.02,0.023,0.014,0.013,0.011,0.013,13.804,114.458,270.625,422.83,593.055,715.211,666.836,417.345,434.259,305.744,89.822,21.496,0.052,0.034,0.034,0.029,0.023,0.014
2844,Public,2023-05-05 12:00:00+07:00,896.789,830.698,428.537,197.487,320.625,131.527,23.199,0.047,0.011,0.028,0.026,0.021,0.024,0.02,0.018,0.015,0.01,0.948,54.911,234.883,452.61,656.411,798.381,880.028
2845,Public,2023-05-07 15:00:00+07:00,542.957,326.813,102.217,21.339,0.047,0.02,0.015,0.017,0.013,0.009,0.009,0.007,0.009,0.009,0.534,43.863,172.602,381.704,568.491,706.441,749.748,790.933,692.749,639.509
2846,Public,2023-08-20 20:00:00+07:00,0.031,0.026,0.025,0.029,0.032,0.042,0.031,0.031,0.031,0.161,53.731,198.271,311.026,682.768,687.138,741.605,571.67,312.441,312.663,90.844,137.772,75.241,12.991,0.036
2847,Public,2023-09-09 11:00:00+07:00,789.017,467.073,392.122,156.187,107.326,116.831,81.211,8.09,0.05,0.051,0.039,0.024,0.026,0.027,0.024,0.025,0.024,0.018,0.027,17.685,84.426,149.23,210.537,277.975
2848,Public,2023-07-30 12:00:00+07:00,806.734,983.666,659.876,382.039,238.37,114.254,29.262,0.132,0.023,0.025,0.028,0.03,0.027,0.027,0.029,0.023,0.019,0.12,23.604,50.314,138.035,189.8,237.599,260.886
2849,Public,2023-07-13 05:00:00+07:00,1.189,35.207,166.03,450.444,479.104,361.899,861.847,761.012,817.255,678.796,358.615,524.76,198.544,52.203,0.482,0.041,0.041,0.036,0.043,0.036,0.036,0.032,0.027,0.029
2850,Public,2023-08-27 21:00:00+07:00,0.048,0.046,0.044,0.03,0.037,0.035,0.037,0.046,0.053,11.588,109.388,291.199,524.544,699.342,299.018,261.295,386.144,616.295,460.352,159.699,66.489,9.765,0.048,0.042
2851,Public,2023-05-29 17:00:00+07:00,90.973,32.412,0.118,0.013,0.016,0.016,0.024,0.021,0.019,0.019,0.017,0.02,3.72,102.297,329.821,554.21,740.011,879.61,949.29,851.333,924.335,496.098,714.45,435.978
2852,Public,2023-08-02 15:00:00+07:00,95.3,87.643,57.318,19.102,0.105,0.024,0.016,0.017,0.02,0.021,0.027,0.025,0.023,0.023,0.128,31.77,114.484,198.574,470.609,371.408,468.81,423.522,172.73,166.263
2853,Public,2023-12-08 10:00:00+07:00,371.111,385.662,330.58,227.029,103.789,66.882,46.523,21.393,0.04,0.025,0.025,0.028,0.025,0.021,0.019,0.011,0.01,0.01,0.007,0.009,2.286,46.386,102.524,212.648
2854,Public,2023-06-21 07:00:00+07:00,165.434,545.33,592.295,376.011,355.861,332.172,480.251,574.823,244.658,110.135,33.166,22.419,0.376,0.018,0.022,0.019,0.022,0.017,0.018,0.015,0.014,0.017,0.937,45.751
2855,Public,2023-11-30 02:00:00+07:00,0.016,0.013,0.016,0.014,3.187,88.476,230.626,374.271,493.005,470.066,599.03,519.756,374.375,185.385,81.056,19.216,0.039,0.026,0.023,0.024,0.024,0.022,0.017,0.019
2856,Public,2023-09-08 16:00:00+07:00,82.873,63.455,11.078,0.046,0.042,0.033,0.015,0.019,0.024,0.026,0.026,0.027,0.025,0.045,47.449,241.303,409.044,563.038,697.831,789.017,467.073,392.122,156.187,107.326
2857,Public,2023-06-04 22:00:00+07:00,0.011,0.013,0.014,0.018,0.014,0.012,0.009,2.184,98.107,223.637,510.636,772.971,899.901,890.367,784.516,919.075,787.547,690.324,461.091,198.667,21.257,0.059,0.015,0.02
2858,Public,2023-07-23 23:00:00+07:00,0.04,0.03,0.026,0.029,0.029,0.028,0.39,59.465,190.396,366.253,653.382,880.001,866.94,778.519,683.397,655.987,435.903,106.853,132.795,32.091,0.434,0.018,0.018,0.021
2859,Public,2023-08-21 04:00:00+07:00,0.031,0.161,53.731,198.271,311.026,682.768,687.138,741.605,571.67,312.441,312.663,90.844,137.772,75.241,12.991,0.036,0.03,0.028,0.013,0.008,0.01,0.007,0.01,0.01
2860,Public,2023-11-20 01:00:00+07:00,0.009,0.006,0.008,0.005,0.006,7.381,99.975,290.434,470.767,601.681,667.098,662.159,590.321,473.437,285.66,69.642,14.563,0.056,0.035,0.039,0.028,0.015,0.019,0.018
2861,Public,2023-09-06 22:00:00+07:00,0.018,0.018,0.021,0.018,0.019,0.019,0.02,0.052,20.257,164.207,261.779,489.726,448.866,717.638,635.886,721.891,563.601,347.633,208.55,26.981,5.708,0.057,0.053,0.027
2862,Public,2023-10-30 01:00:00+07:00,0.02,0.024,0.026,0.026,0.024,14.764,86.534,160.84,417.666,604.735,662.934,589.843,623.758,481.869,198.041,15.043,2.182,0.025,0.01,0.011,0.009,0.014,0.011,0.011
2863,Public,2023-08-28 05:00:00+07:00,0.053,11.588,109.388,291.199,524.544,699.342,299.018,261.295,386.144,616.295,460.352,159.699,66.489,9.765,0.048,0.042,0.041,0.04,0.039,0.036,0.027,0.021,0.016,0.021
2864,Public,2023-05-05 02:00:00+07:00,0.016,0.01,0.008,0.903,60.837,247.202,461.511,664.672,806.068,883.406,896.789,830.698,428.537,197.487,320.625,131.527,23.199,0.047,0.011,0.028,0.026,0.021,0.024,0.02
2865,Public,2023-07-09 19:00:00+07:00,0.201,0.033,0.029,0.03,0.025,0.022,0.023,0.025,0.025,0.026,0.751,25.828,166.419,412.953,383.874,576.994,576.108,993.934,280.216,586.361,657.885,331.392,72.851,16.832
2866,Public,2023-10-22 20:00:00+07:00,0.012,0.017,0.016,0.019,0.019,0.017,0.018,0.018,0.017,0.005,15.05,99.033,246.676,304.576,521.228,648.527,608.035,616.303,420.91,351.813,114.593,25.458,0.108,0.019
2867,Public,2023-06-15 21:00:00+07:00,0.014,0.026,0.024,0.015,0.01,0.013,0.016,0.015,2.541,88.201,285.02,542.148,736.637,872.933,947.206,659.742,639.471,676.905,639.993,195.042,126.933,49.192,0.429,0.02
2868,Public,2023-06-05 09:00:00+07:00,772.971,899.901,890.367,784.516,919.075,787.547,690.324,461.091,198.667,21.257,0.059,0.015,0.02,0.024,0.024,0.028,0.023,0.02,0.026,0.023,2.009,54.233,205.845,528.989
2869,Public,2023-05-06 01:00:00+07:00,0.02,0.018,0.015,0.01,0.948,54.911,234.883,452.61,656.411,798.381,880.028,901.382,811.905,681.443,531.047,325.329,136.046,20.193,0.064,0.019,0.017,0.011,0.011,0.011
2870,Public,2023-11-04 04:00:00+07:00,0.015,0.01,10.058,133.7,329.096,508.29,639.551,728.701,662.878,627.775,348.631,303.627,182.935,25.643,0.12,0.044,0.041,0.03,0.024,0.024,0.016,0.019,0.013,0.011
2871,Public,2023-08-05 13:00:00+07:00,247.342,378.237,270.796,163.267,63.507,12.295,0.08,0.033,0.014,0.022,0.014,0.022,0.021,0.024,0.015,0.012,0.08,17.897,94.701,157.212,269.907,418.879,368.341,429.343
2872,Public,2023-09-05 11:00:00+07:00,373.599,582.12,777.371,748.96,257.772,362.348,143.635,10.6,0.056,0.055,0.044,0.046,0.035,0.026,0.026,0.05,0.021,0.02,0.023,21.079,121.723,213.42,319.103,562.601
2873,Public,2023-07-25 19:00:00+07:00,0.623,0.038,0.032,0.03,0.037,0.039,0.02,0.009,0.006,0.007,0.254,26.114,141.879,389.796,489.549,745.634,940.727,932.364,155.11,363.377,424.763,325.014,172.177,34.839
